Code,Name,Purchase Price,Tax,Retail Price,Category Code
523,Whiskas lata fillets salmon 156gr,,0,13,13
524,Whiskas lata fillets res 156gr,,0,13,13
525,Whiskas lata pate atun 156gr,,0,13,13
526,Pedigree sobre razas pequeñas pollo en filetes 100gr,,0,10,13
527,Pedigree sobre cachorro res en filetes 100gr,,0,10,13
528,Pedigree sobre adulto pollo en filetes 100gr,,0,10,13
529,Microdyn Microbicida 15ml,,0,15,13
530,Cafe vaso chico pza,,0,12,20
531,Cafe vaso grande pza,,0,18,20
532,Jumex lt botella 1 lt durazno,,0,24,1
533,Jumex lt botella 1 lt mango,,0,24,1
534,Jumex lt botella 1 lt manzana,,0,24,1
535,Jugo arandano LT botella 500ml,,0,13,1
536,Jugo Boing 1 LT manzana,,0,17,1
537,Jugo Boing 1 LT fresa,,0,17,1
538,Jugo Boing 500ML mango,,0,9,1
539,Jugo Boing 500ml durazno,,0,9,1
540,Jugo Boing 500ml guayaba,,0,9,1
541,Jugo Arizona 680ml kiwi con fresa,,0,11,1
542,Jugo Arizona 680ml sandia,,0,11,1
543,Jugo Arizona 680ml mango,,0,11,1
544,Pasta dental colgate 22ml,,0,10,16
545,Pasta dental colgate 50ml,,0,13,16
546,Pasta dental colgate 150ml,,0,22,16
